2708 128
15429 -0.121096425 -0.0028831782 -0.4311743 -0.04272673 -0.8823521 0.22879146 -0.8722989 -0.599917 -0.45513368 -0.110647246 0.04733851 -0.5537101 0.09150966 0.016052868 0.1322714 -0.1424715 0.5864554 0.27980542 0.010875328 -0.112266675 0.08673034 -0.0658618 0.763187 0.21704759 -0.4372483 -0.5153079 -0.0149625 -0.21628498 -0.22575781 0.14284673 -0.22951058 1.1391765 -0.20998335 0.30837288 0.10597775 0.26978138 0.23650609 0.35463122 0.7163557 0.97236216 -0.27811608 -0.39121273 -0.28357267 -1.0867088 -0.13784738 0.13460307 0.943557 0.03911017 -0.2585909 -0.788753 -0.012593574 0.100639574 -0.20702165 0.33219808 -0.2656849 -0.7700612 0.2960694 -0.68089265 -0.27344882 0.019392783 0.068008766 -0.544134 -0.3766602 0.34154296 0.24396282 -0.58822095 0.4019458 0.067335 -0.28335363 0.74736917 0.31710535 -0.15907168 -0.17037621 -0.46737698 -0.04972452 -0.18756694 0.49199077 0.24888794 0.34215474 0.46970114 -0.53667164 -0.3905422 -0.18272999 -0.12359431 0.26089048 -0.22528875 -0.18760648 0.2863049 -0.73814756 -0.7623069 0.15518759 -0.42021322 -0.39211652 -0.46027198 -0.48477286 0.37230712 0.004279592 -0.16449313 0.8108174 -0.070397094 0.024458075 0.14427163 0.25097695 -0.28116605 -0.69956714 0.12411621 0.024434447 0.052510012 -0.12727374 0.1583366 0.68181854 0.19799174 0.98866165 0.07298647 0.4709907 0.00659226 -0.2459585 -0.32209876 -0.1368704 0.27218994 0.76291585 0.7721543 0.07194318 -0.28303218 0.10450464 -0.51283854 0.17663094 0.37113926
10177 -0.12491602 -0.017501015 -0.45983517 -0.100218855 -0.929627 0.28984973 -0.88168496 -0.6579645 -0.42787075 -0.21064861 0.0670621 -0.63283855 0.015678015 -0.10521167 0.14618818 -0.084901355 0.5524922 0.31723216 0.08267754 -0.17705135 0.13729437 -0.078228384 0.85530454 0.19901155 -0.47108778 -0.56022483 0.021110943 -0.2104766 -0.18980353 0.089261435 -0.21659547 1.3285927 -0.17899993 0.18355596 0.05738181 0.24840672 0.26627606 0.23233268 0.638167 0.99478996 -0.23246595 -0.37644094 -0.24501422 -1.0100697 -0.12264772 0.08463432 0.9484975 0.016748386 -0.1954361 -0.7251382 -0.07885346 0.12962121 -0.18040194 0.2969099 -0.1331456 -0.67427313 0.1759485 -0.62627363 -0.25295964 -0.022821935 0.1182925 -0.5551565 -0.48435473 0.34140038 0.28868794 -0.6215285 0.4419835 0.08422325 -0.29042318 0.8052036 0.26686049 -0.109122224 -0.17807625 -0.42113346 -0.12701981 -0.19469088 0.4916146 0.2106516 0.38799033 0.5334874 -0.50852686 -0.47399175 -0.24075289 -0.10655403 0.33043873 -0.14098829 -0.1998131 0.34815568 -0.69703555 -0.8009339 0.23555423 -0.45837983 -0.4680218 -0.46763092 -0.4601526 0.35094377 0.03353936 -0.17176987 0.8060071 -0.04594914 -0.007990008 0.12679875 0.22462063 -0.33836594 -0.66847783 0.074388765 -0.037595328 0.019889204 -0.14855418 0.20687987 0.6609638 0.22411165 0.905439 0.07201629 0.4464864 0.09055611 -0.15983213 -0.35784674 -0.106612794 0.27953458 0.6695549 0.728927 0.03711792 -0.26925412 0.08843013 -0.50248575 0.2524656 0.37502903
6898 0.14681329 0.45365942 -0.4642727 -0.014235897 -0.5814388 0.20689707 -0.26187113 -0.7167851 -0.09691524 0.12257014 -0.48988104 0.024762655 -0.16106167 -0.08333601 0.5285646 -0.32040387 0.60309875 0.3158881 -0.58376104 0.47239134 -0.29914165 0.3959153 0.07783726 0.64682496 0.15760359 -0.36445788 0.13949168 -0.13821368 -0.26375905 0.1776586 -0.14964806 0.73742014 -0.111488976 0.19170359 0.20312335 0.8293799 0.5637751 -0.14379849 -0.47310075 0.40172774 -0.60730773 -0.3700187 0.87885296 -0.1471012 -0.033779092 -0.47655392 0.16120738 0.41053492 0.12680809 0.28681517 0.08340136 0.59515774 -0.08901241 0.08141174 -0.3061325 -0.39554176 0.1737034 -0.55082285 0.04547485 -0.12076775 -0.34346464 -1.0880064 -0.22248946 0.36885846 0.46995753 -0.31741577 0.27497938 0.32521182 0.23781708 -0.24729224 -0.04641794 0.03170487 -0.019038435 -0.66307604 0.42489228 0.763132 -0.0906061 -0.04456496 0.012411408 -0.49664354 -0.84647036 -0.19330102 -0.11387333 -0.28889763 0.45561048 -0.08228651 -0.2427333 0.47444844 -0.21543239 -0.7557961 0.82502824 -0.84663785 0.18924214 -0.22494775 -1.0297707 0.26071188 -0.3017067 -0.9608504 0.18113093 0.23780546 0.038882 -0.18378007 -0.38495004 -0.08515785 -0.18107703 -0.0896346 0.060536485 -0.35898536 -0.57386 0.31107715 0.5212423 0.30620104 -0.06416593 -0.14252874 0.11770411 -0.40018514 -0.17998746 -0.2203814 0.24082902 -0.5233072 0.29192546 0.49718297 0.027997797 0.36325487 0.30657467 -0.09439839 0.094314754 0.53147876
2696 -0.32892883 -0.8872446 -0.7670759 -0.0748149 -0.73253804 0.3776281 -0.36826286 -0.84003496 -0.7674165 0.66065145 -0.3771399 -0.5204166 0.31213343 0.6951425 0.77532274 0.13571192 1.0711682 0.72242874 -0.1518556 0.52824235 0.011240456 -0.04044962 0.48783705 0.8107164 -0.010848315 -0.27619147 -0.62750834 0.1532748 -0.0023433068 0.08002217 -0.15490322 0.72111803 0.15676713 0.48985246 0.08494511 1.0993155 0.57976997 0.6427829 0.010458911 -0.3405644 -0.36390233 -0.35782722 0.22974363 0.30289078 0.39912644 -0.18122989 -0.09968706 0.38865298 0.352405 0.095611535 0.16468218 0.28214774 -0.16578035 0.24288037 -0.2668517 -0.20534171 0.7767957 -0.48659775 -0.71660167 0.0582961 -0.3147088 -0.8389006 0.08265746 0.020246362 0.45814696 -0.44212222 -0.43266296 0.040678564 0.23557456 0.41061103 0.09649283 -0.9935646 -0.3583427 -0.90974504 0.11674069 0.0352373 0.19164649 -0.27424085 -0.2997946 0.43087006 -0.06024272 -0.09009627 0.043459263 0.2356503 0.035038732 -0.46508262 -0.3569678 0.19765756 0.061112326 -1.3792069 0.8065763 0.067551926 -0.6928729 0.47417542 -0.71579367 0.030131605 -0.41702515 -0.3618533 -0.29360408 -0.26942906 -0.17413694 0.15898807 0.42584136 0.05448056 0.1228528 0.03669505 0.26579213 -0.56944895 0.20771313 0.8599863 0.69770765 0.41443527 0.63403064 0.27163556 0.25918758 -0.18704475 0.33713892 -0.012065555 0.20462875 0.23371877 0.68566227 0.23290443 -0.40965885 0.6808279 -0.11712098 -0.04292377 0.4541489 0.18853533
5348 -0.34560984 -0.912716 -0.78866494 -0.05838315 -0.7324262 0.35233417 -0.3534858 -0.748253 -0.71204627 0.64970785 -0.3555329 -0.46986198 0.27687517 0.6767474 0.80582184 0.07541544 1.0220312 0.7002759 -0.18998444 0.4915015 -0.05353446 -0.010469855 0.5463689 0.80311906 -0.06981673 -0.31655094 -0.6361051 0.15484725 -0.089664385 0.04353467 -0.19284616 0.73026234 0.21365847 0.54210496 0.110721804 1.0442632 0.5756245 0.72398806 0.017319586 -0.31159514 -0.355909 -0.29579592 0.27570304 0.3169117 0.39126036 -0.1969925 -0.111240245 0.46216574 0.47207788 0.10029463 0.21849236 0.18759297 -0.1737039 0.2618749 -0.25342852 -0.2101165 0.73976463 -0.53439337 -0.72457033 0.08907726 -0.3375923 -0.69965714 -0.0050368896 -0.06075331 0.47455844 -0.3752336 -0.37955844 -0.029179357 0.18607415 0.49477077 0.17665368 -0.95408744 -0.37168238 -0.91588557 0.18033914 0.0922092 0.16675133 -0.353983 -0.22461663 0.43943116 -0.039532132 -0.06959308 0.097372 0.18500617 0.06308471 -0.54029506 -0.36287618 0.20655374 0.10069784 -1.3090442 0.8072339 0.069419526 -0.73750615 0.41816944 -0.7437987 -0.0005188917 -0.39670002 -0.42616326 -0.29309618 -0.30671048 -0.1546405 0.2071883 0.46447155 0.05196178 0.1041379 0.06150049 0.29273868 -0.5858072 0.21160883 0.9311017 0.63701206 0.44594413 0.57400936 0.25498596 0.336878 -0.24044856 0.27222177 -0.086245485 0.16017903 0.22973825 0.7145091 0.3518765 -0.47764033 0.6272064 -0.029059641 -0.10114137 0.47580907 0.18871242
12631 0.04513681 0.4112429 -0.3866311 0.018283809 -0.54060525 0.21562183 -0.24521336 -0.67509824 -0.13353114 0.11658939 -0.42077422 0.050082996 -0.1937611 -0.074713394 0.64483696 -0.2900985 0.45295015 0.2925685 -0.5455597 0.43796983 -0.2190518 0.36303106 0.12957114 0.58909965 0.14307314 -0.3488169 0.16188459 -0.13468255 -0.1554253 0.080122896 -0.022299776 0.74204385 -0.17130546 0.19535267 0.10020709 0.823949 0.5360514 -0.2091238 -0.37501317 0.49116915 -0.5716783 -0.36841977 0.8020372 -0.11627463 -0.09472866 -0.45837584 0.17099905 0.39672026 0.16175744 0.38757983 0.035754897 0.6439028 -0.031269938 0.0819822 -0.32796896 -0.30070913 0.23735967 -0.59707433 0.039285034 -0.06199448 -0.42269385 -1.0904627 -0.15496032 0.38908866 0.49624065 -0.24044316 0.26436517 0.32218015 0.28736293 -0.19580597 -0.015917026 0.04061069 -0.04232042 -0.66599834 0.35805228 0.74851334 -0.010953638 -0.105822556 0.034234874 -0.46682313 -0.7943968 -0.21469691 -0.10781758 -0.26261187 0.42236444 -0.0420526 -0.2802699 0.43739662 -0.2889918 -0.77420837 0.82450706 -0.8497435 0.18825336 -0.2884645 -0.98885083 0.23825407 -0.3558069 -0.9451045 0.26508808 0.24770863 -0.004719548 -0.21166539 -0.38570935 -0.0655043 -0.22864273 -0.13681872 0.059581097 -0.42562953 -0.6883311 0.3580409 0.5980797 0.31979996 -0.05647829 -0.12721223 0.11919828 -0.45327416 -0.28839135 -0.30588228 0.22362617 -0.56461674 0.36043233 0.47292152 0.115471154 0.3015788 0.41751647 -0.11875097 0.03418306 0.56900847
31353 0.040981956 -0.55291605 -0.46148503 0.053922664 -0.81299436 0.21669927 -0.7453546 -0.84467137 -0.42208907 0.044761304 -0.64551723 -0.6401225 0.80302095 -0.4184975 0.30599022 -0.15905766 0.20894302 0.045242686 0.005573041 -0.11229323 -0.8760641 -0.060131658 0.45097125 -0.14647932 0.41709095 0.7427392 0.18087864 -0.025100207 -0.13820602 0.17133278 -0.37053156 0.97889936 0.2101611 0.8243882 0.04067495 0.38554356 0.6874268 -0.027980395 0.8628469 0.86673236 0.052674416 -0.19788845 -0.054142036 -0.14273918 -0.42447552 -0.00027699396 0.616951 0.19577572 -0.5021136 -0.40513104 0.39256 0.35857135 -0.10177677 0.03541872 0.24193192 0.028252559 0.1580225 -0.42205504 -0.62779164 -0.6807049 0.12332509 -1.0930389 0.37600207 0.3926533 0.7765578 -0.31215543 0.06465484 0.013491002 0.29451105 0.5079078 -0.25866887 0.13110858 -0.45527 0.07892824 -0.38660455 0.046169695 0.29813388 -0.2173086 0.7995383 0.41371948 -0.33955202 -0.24388954 -0.2633246 -0.46790108 0.77714884 -0.67652726 0.44115537 0.47987098 -0.10054455 -1.2742472 0.052343875 -0.20209312 -0.29313338 -1.129283 0.07244377 -0.061342236 0.07482837 -0.31440538 -0.19428277 0.5839457 0.27646562 -0.20559967 0.48454842 -0.50208527 0.5649495 -0.32348165 -0.42233306 -0.6869106 -0.19447252 0.7954765 0.4515534 0.83980405 0.6277216 0.38160336 -0.07631019 -0.16026716 0.560931 -0.07808631 0.7258576 -0.21007977 0.5461642 0.022095554 -0.81804043 0.6704141 -0.61099726 -0.31320158 0.03642413 0.13397467
10531 0.14213815 -0.60277385 -0.4645592 0.088523574 -0.8647748 0.14393932 -0.8459265 -0.8747445 -0.3964918 0.05859396 -0.6928497 -0.69002056 0.95360076 -0.40558136 0.27537882 -0.1636253 0.1492722 0.035047017 0.016166724 -0.0719928 -0.93080324 -0.12069345 0.45711505 -0.22133015 0.4368802 0.8205939 0.2668453 -0.053143412 -0.20193343 0.2677435 -0.38719374 1.0192804 0.20670669 0.7881561 -0.024086436 0.4126452 0.61949295 0.011948351 0.91315466 0.9346227 0.06580465 -0.2149232 -0.111804746 -0.1664239 -0.44796792 0.04609433 0.5932459 0.20525463 -0.5125459 -0.39230713 0.44794375 0.3492405 -0.10904933 -0.017916746 0.18449497 0.10137457 0.15580027 -0.4278067 -0.60677433 -0.6733521 0.16950327 -1.0707139 0.3642557 0.40098014 0.78947824 -0.2687316 0.094980754 0.0430047 0.2883478 0.4848838 -0.31496045 0.12260275 -0.4329564 0.08043407 -0.36673436 0.13004258 0.3000248 -0.16626781 0.75022423 0.34499675 -0.31431136 -0.33671334 -0.25694343 -0.424492 0.76829886 -0.6086614 0.42867205 0.47131792 -0.15653801 -1.2784725 0.019566752 -0.21438302 -0.31369755 -1.1070418 0.102342926 -0.039690446 0.055842586 -0.36383495 -0.21666776 0.5614416 0.20520593 -0.2215015 0.49324802 -0.45940945 0.5107797 -0.3242435 -0.34811494 -0.68476135 -0.23989247 0.71011114 0.41765615 0.74958444 0.5788455 0.37918866 -0.022335572 -0.2072593 0.4934587 -0.04267087 0.7617289 -0.29500982 0.54011637 0.014033714 -0.7364867 0.5866031 -0.51182115 -0.29061663 0.08670684 0.15797056
58758 -0.12856993 -0.9441599 -1.0126182 -0.95875484 -1.2390243 -0.7414997 -0.47382432 -0.6001323 -1.2479638 -0.18159167 -0.10376815 -0.51478267 0.8214554 0.5211975 -0.14316934 -0.03269505 0.07487066 0.7381623 -0.29358283 0.024864195 -0.45846766 0.0746214 0.44077727 -0.2272362 0.01138357 0.031181317 -0.5381558 0.27004182 -0.057316583 0.09233681 -0.1087984 0.97728556 0.1419833 0.6677904 0.022575691 0.36472306 0.72448665 0.7862915 0.84823716 0.7974086 0.0031540142 -0.055756636 -0.39798665 0.38497433 -0.40560523 0.13156044 0.41768393 -0.85287035 -0.18557088 0.22821513 0.33877212 0.21105015 -0.7694323 0.15462655 -0.23274803 -0.2555809 0.25240645 0.019056946 -0.87629336 -0.35811055 -0.15310249 -0.18583573 0.10572484 0.27544564 0.5654021 0.008196687 0.39644164 -0.21169996 0.58004165 0.54705113 0.21837403 -0.88797504 -0.9875167 -0.49754184 -0.5272059 -0.4692348 0.5056187 -0.43982914 0.64517474 0.8932298 -0.3966073 -0.12882215 -0.622053 0.58389723 -0.01632311 0.17517184 -0.32098138 -0.1517351 -0.45665488 -0.68521726 -0.20937012 0.31765366 -1.478744 0.15910478 -0.077884495 -0.06376145 0.2002397 0.5310499 -0.08699847 0.03724608 0.668803 0.07107589 0.8663221 -0.06689836 0.20770444 -0.07097973 0.04851199 -0.68894035 0.031340126 0.056566175 0.62606347 0.67167205 1.0925515 0.32434207 0.73539627 0.28380603 0.07975086 0.5064837 -0.025079966 0.05366233 0.3735924 0.32186878 -0.19953413 0.72687966 0.10643632 -0.66608655 0.7286417 -0.12593906
576973 -0.07244104 -0.9761689 -1.0625129 -1.0736645 -1.3590595 -0.7393132 -0.59563726 -0.61574394 -1.330809 -0.11750429 -0.084724054 -0.55449826 0.77676183 0.65415204 -0.23494782 -0.08095955 0.103903286 0.77942383 -0.29069605 0.16378252 -0.40808883 0.12759912 0.5268558 -0.08191117 -0.045706816 -0.0018554551 -0.68728125 0.2356059 -0.116555475 0.19275956 -0.15518512 1.0662676 0.16514613 0.5507158 -0.008781892 0.41264284 0.60761034 0.8225331 0.8544542 0.7156323 -0.08204975 -0.08713114 -0.32970938 0.32506967 -0.39857617 0.19216576 0.3712774 -0.77126175 -0.19028859 0.2123243 0.24091858 0.25905895 -0.7850842 0.08582921 -0.27830154 -0.25882176 0.2198878 -0.05251564 -0.82833254 -0.3102466 -0.18017338 -0.19056801 0.10274598 0.22268526 0.4824827 -0.008849877 0.42033026 -0.19753994 0.49983823 0.5454407 0.15900354 -0.88747627 -1.0258731 -0.38111228 -0.5025129 -0.54217887 0.5910555 -0.3907041 0.74213713 0.86113673 -0.36644885 -0.17064025 -0.6715093 0.51540816 0.06286427 0.17105532 -0.35870713 -0.17151865 -0.50537753 -0.7001727 -0.20784457 0.2954118 -1.4889528 0.1638251 0.0010239842 -0.028972724 0.30227455 0.5715496 -0.048541047 -0.03176052 0.6483323 0.035886597 0.81897646 -0.026901007 0.17885026 0.037427388 0.04772564 -0.68415743 -0.028738083 0.038089395 0.5187015 0.559895 1.0539162 0.42237025 0.772816 0.20437782 0.028555743 0.53705806 -0.06290544 0.09284321 0.4076058 0.35569316 -0.19334067 0.60968024 0.1197041 -0.60002023 0.7729608 -0.15664646
